text,keyword,label
 LOL that`ll teach me to blindly trust amazon search results without reading!,LOL that`ll teach me to blindly trust amazon search results without reading!,neutral
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",best,positive
"_Hemmat she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t","she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t",neutral
I now know more than I ever wanted to know about the extinction of frogs,I now know more than I ever wanted to know about the extinction of frogs,neutral
I don`t wanna be a **** when I go to Europe. Need to eat right but it`s so difficult,difficult,negative
 Like you`re not enjoying the hell out if it.,Like you`re not enjoying the hell out if it.,neutral
<i>Waiting For Natie to come online I miss him,I miss him,negative
"layenn down,uughh dunt feel well","layenn down,uughh dunt feel well",negative
 Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,. The detalis can get a bit gruesome,negative
"Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~","Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",negative
Thank god for Starbucks,Thank god for Starbucks,positive
"flying is falling, getting distracted and missing the ground","flying is falling, getting distracted and missing the ground",neutral
"  I`ve had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?",y forgiving,positive
My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,lovely,positive
 hehe yeah! Its funny that updating people on the random things you do is so amusing.,s so amusing.,positive
 yes I am,yes I am,neutral
spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,positive
I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite,I am in total love,positive
" mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full","mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",neutral
TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast. sleeping.,TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast.,positive
395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,neutral
   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,poor Stuart...    I was wonde,neutral
_sb I killed my furby tooo,killed,negative
    Whn r u goin to Europe?,Whn r u goin to Europe,neutral
A shower feels so refreshing after a long day at the fair,feels so refreshing,positive
 I LOVE music!!!  I like almost everything!!,I LOVE music!!!,positive
i should have run today  but i let my slight aches be a bad excuse    i`ll make it up tomorrow go 5.5,bad excuse,negative
 the rain was pretty nice. I only have 150 meters of cobbles on my way here,pretty nice.,positive
6 freakin days!!  Just a thought...what would I have to look forward to after this?,freakin,negative
"_DJ Xmas a week early? Hehe, at least you didn`t have to do any last min shopping","_DJ Xmas a week early? Hehe, at least you didn`t have to do any last min shopping",neutral
  ?,?,neutral
" Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.","Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",neutral
I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions,Stupid work Internet access restrictions,negative
Happy Hug Your Mom Day!! love you mom,love yo,positive
 i really wish i could make it! a 12 hr. drive just isn`t going to happen this weekend.,i really wish i could make it!,positive
 aww...  try to rest na lang muna... ^^,aww...  try to rest na lang muna... ^^,neutral
 That`s not too bad.  Good luck!,That`s not too bad.  Good luck!,positive
i feel sad for you elizabeth.,i feel sad for you elizabeth.,negative
 Hey!  Who are you closest to among all the Disney stars?  [I`m a Filipno too. D],Hey!  Who are you closest to among all the Disney stars?  [I`m a Filipno too. D],neutral
Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography,negative
says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,happy mothers day,positive
My sister got a lunch date and I don`t,My sister got a lunch date and I don`t,neutral
 He doesn`t need the shirt for that Jane...we just had to suffer another two old eps tonight,.we just had to suffer,negative
Comp. Mental Health wouldn`t take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  < ...,worth,positive
Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,negative
Watching QI on Dave - still quite bored! Not even Adam Davis can cheer me up.  And he`s quite funny.,Watching QI on Dave - still quite bored! Not even Adam Davis can cheer me up.  And he`s quite funny.,neutral
 Excellent!  You got a name for him yet? Don`t forget to twitpic him.,Excellent!,positive
 you can vote once per day per computer,you can vote once per day per computer,neutral
Brian is teaching me soccer!! Lots of fun,Lots of fun,positive
 I was nice!! I called you  lmao,I was nice!! I called you  lmao,positive
 lol - funny thing is - I don`t even know what class or even race half of the people in our group are   yes - I am THAT clueless,#NAME?,neutral
What`s up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,chill,positive
i REALLY miss my photofiltre and photoscape  GIMP is too **** confusing,miss,negative
I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,painful,negative
"meh, almost didn`t sleep, ain`t finished anything, I`m close to cancel the Dokomi",cancel,negative
" Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",", thanks",positive
is listening to 'La La Land' i love it,i love it,positive
 LOL!  That is just the way I was brought up.,LOL!  That is just the way I was brought up.,neutral
gonna get a tan. i am so white,tan.,negative
 hey Lonnie! I`ll be there next weekend  I can`t wait.,I can`t wait.,positive
Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!,So hard to choose!!,negative
"Time for the hittin` the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!",Great,positive
looking forward to Ben`s baseball game tonight,looking forward to Ben`s baseball game tonight,neutral
"is @ school, we`re gonna learn how to use skype","is @ school, we`re gonna learn how to use skype",neutral
Just got home from work.. My feet are killing me,. My feet are killing me,negative
"i`m awake, too early for my liking on a sunday...but i`m looking at my pictures  last night was bloody awesome, there are no words...","bloody awesome,",positive
Class until 9:30  yes on a Friday night...,Class until 9:30  yes on a Friday night...,neutral
wishes he could be with that special someone....,special,positive
miss my hubby already!,miss my hubby already!,negative
"Im starting to rethink my 'I cant stand cold places' stance..this heat, humidity is unbearable & i cant stand the ac no more  #meltingaway",unbearable,negative
I have to go to work with out my  and ,I have to go to work with out my  and,neutral
eating halls cuz i have a sour throte,eating halls cuz i have a sour throte,neutral
  E3? Nice! I wish i could go! make sure to take tons of pictures!!!,? Nice!,positive
Good Morning everybody and happy Mothers Day!!!!,Good Morning everybody and happy Mothers Day!!!!,positive
i wanna go out,i wanna go out,neutral
The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,HAPPY FRIDAY,positive
wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,neutral
 Wonderful! Let me know what you think. Not light reading,Wonderful!,positive
"Noticed Wellwood has all his teeth in tonight, that`s nice",nice,positive
"ohhhh, how sad...I didnï¿½t get it!",sad..,negative
"It started out so lovely this morning, now looks like it`s gonna chuck it down","It started out so lovely this morning,",positive
" - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",Beautiful,positive
 off to the cheese counter I go! Thanks,Thanks,positive
  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,. i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,neutral
"is singing in the rain. Cover your ears, people","is singing in the rain. Cover your ears, people",neutral
is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.,highly amused,positive
 i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!),it was best for me,positive
listening to music!! my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!,my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!,negative
So over it!,So over it!,neutral
Wow.....I`ve been stood up  Might as well go to work.,Wow.....I`ve been stood up  Might as well go to work.,neutral
is gutted to be at work when it is sooo nice outside,gutted to be at work,negative
i wanna good breakfast with   school is wiggity whack!,i wanna good breakfast,positive
"Who out there loves the soup. I do, I do.","Who out there loves the soup. I do, I do.",positive
is  a very tired tweeter,tired,negative
_carter  we can`t see the video it`s private,_carter  we can`t see the video it`s private,neutral
"hmm  is following me and to think, they declined thehodge.co.uk for inclusion into there network","hmm  is following me and to think, they declined thehodge.co.uk for inclusion into there network",neutral
  When are you coming to Indianapolis  !?!?,When are you coming to Indianapolis  !?!?,neutral
Oh no... that bird is back,Oh no... that bird is back,negative
 did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,neutral
 i like the optimism,like,positive
Crossing the bridge....leaving ocean city  I`m sad.,I`m sad.,negative
Twitter stop being a **** and let me change my background image!  (imagine a shiny NHL ring in the background),Twitter stop being a ****,negative
doesn`t want to go to work....,doesn`t want to go to work..,negative
" ,,, hey mom,,",",,, hey mom,,",neutral
" Have a great show Doug, have fun. Im sorry that I wont be there to watch you","Have a great show Doug, have fun. Im sorry that I wont be there to watch you",neutral
The city officially smells like dead fish,smells like dead fish,negative
bored out of my mind,bored out of my mind,negative
Algebra test in three hours!,Algebra test in three hours!,neutral
Is upset that he didn`t get his 24 fix tonight,upset,negative
Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),Hey  'keep clear',neutral
is loving life,loving,positive
 when he`s there. he wasn`t there today. sadness!,sadness!,negative
Really nervous about my animal rights presentation next period,nervous,negative
taking Willy to the specialist...poor dog! He has to get a CT scan cos he can`t walk properly atm,poor dog! He,negative
 I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.,I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.,neutral
This class is really long and I`m really getting hungry,This class is really long,negative
"Pepsi throwback, you taste so good in my belly.",you taste so good,positive
" http://twitpic.com/4j585 - HAHA nice, now I need an iPhone","A nice,",positive
On my way to school!,On my way to school!,neutral
Finally. Deleted her number from my phone contacts  #heartbreak,#heartbreak,negative
_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,you make me sad.,negative
Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!,Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!,neutral
"man i just made a **** buger mmmmmmmmm  taste so **** delicious i love food, i eat my feelings lol",delicious,positive
is sad to go to work cuz it`s TermiNeda`s last day...and little monkey`s last day too,sad,negative
 Congrat on 4AM. I do it every day since one month.,Congrat,positive
 nah the lights killed the mood now you got to get out my bed,the lights killed the mood,negative
" More than welcome...would love to do more physically, but family life doesn`t allow","More than welcome...would love to do more physically, but family life doesn`t allow",neutral
gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,death,negative
 nooo it was a real mushroom! but our neighbor uprooted it,uprooted,negative
" - oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha","- oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha",neutral
 I hope the young`ins enjoyed your wisdom!,I hope,positive
Smith/Amherst mini-reunion last night was fun- how i miss the old days,Smith/Amherst mini-reunion last night was fun- how i miss the old days,neutral
Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,neutral
" Aha both same length, touche",touche,positive
**** IT!! _____________,**** IT!!,negative
 Dang me too! It`s only a 4 hour drive! Too bad it`s my daughters 1st bday party  it`s hosted by Donnie,Too bad,negative
"yay, short stack episode 20 is being recorded on tuesday","yay, short stack episode 20 is being recorded on tuesday",neutral
OMG that little girl on BGT!!!!!!!!,OMG that little girl on BGT!!,neutral
" haha, dork  was it good, then?","haha, dork  was it good, then?",neutral
Yum! Whole box of cookies for me,Yum! Whole box of cookies for me,positive
 and you. okaaaay,and you. okaaaay,neutral
Off to school. Who knows what to expect? Bring on life and all of it`s suprises!,Off to school. Who knows what to expect? Bring on life and all of it`s suprises!,neutral
Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!,love,positive
AHHHH my keyboards getting worse :/ my BDAY`s in 1 more day,AHHHH my keyboards getting worse :/,negative
@__Jasper_Hale__ *Laughs* that`s because I like winning,like,positive
" Yeah, I`ve never seen that! But, I guess I`ve never really needed it.","Yeah, I`ve never seen that! But, I guess I`ve never really needed it.",neutral
Eating ice cream at swensens,Eating ice cream at swensens,neutral
" Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!","Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!",neutral
"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.","I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.",neutral
They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,neutral
" could do, will the fact that its bank holiday make any difference? lemme check my money situation also","could do, will the fact that its bank holiday make any difference? lemme check my money situation also",neutral
I`m getting more and more followers... look out Ashton!,I`m getting more and more followers... look out Ashton!,neutral
is feeling rather lonely and broke...oh wait...I am lonely and broke.,lonely,negative
"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",It was fun  it`s been NINE months!,positive
I thought there was more Fanta in my can than there was,I thought there was more Fanta in my can than there was,neutral
 sounds like a plan.....yea excited now,excited,positive
"Watching Rugrats  anndd Tweeting, of course!","Watching Rugrats  anndd Tweeting, of course!",neutral
 !!!!  glad you`re alright!,glad you`re alright!,positive
" good luck chan! gue kmrn bawa backpack kosong, quite helping",good luck chan!,positive
don`t want to go!!!,don`t want to go!!!,negative
i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!,its not it just sucks,negative
Guitar lessons tomorrow. ( I have to wake up early again.,Guitar lessons tomorrow. ( I have to wake up early again.,neutral
"Nope, thank God, not on Air...  It`s a REAL application, compiled code...","Nope, thank God, not on Air...  It`s a REAL application, compiled code...",neutral
 Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,neutral
 hey Bow when yu comin baxx 2 thaa 614 we miss yu hun  ...614 all day!!,we miss yu,negative
i pulled a muscle in my neck this morning just feels like its getting more sore,i pulled a muscle in my neck this morning just feels like its getting more sore,negative
Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,neutral
" Yeah, I remember.  *hugs*",*hugs,positive
" sadly, I don`t   hehe","sadly,",negative
 I loved it! You guys are amazing!,I loved it!,positive
  can you follow me so I can DM you?,can you follow me so I can DM you?,neutral
 see ya there,see ya there,neutral
going to bed. night,going to bed. night,neutral
need to leave now.. tweet laters,need to leave now.. tweet laters,neutral
is playing restaurant city.,is playing restaurant city.,neutral
 baaha  & healthy choice my friend! (:,& healthy choice,positive
don`t ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!,love a free night,positive
"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!","Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!",neutral
 that video was funny  i`m just signing up now and i`ll vote for you!!  x,funny,positive
Going Outro... Peace.,Peace.,neutral
 is it seven yet?,is it seven yet?,neutral
"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...","Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...",neutral
" nice song, where did it come from ?","nice song,",positive
 why weren`t we invited?,why weren`t we invited?,neutral
Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,neutral
O`Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.,Pretty good.,positive
I know I shouldn`t be saying this but **** it..I`m **** as hell  http://twurl.nl/8q6cjc,but **** it..,negative
on youtube watching taylor on the today show wish i was there !,wish,positive
@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,neutral
 I never knew,I never knew,neutral
i cant spell,i cant spell,negative
Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol,Best,positive
" i knew that, jus givin u a hard time hehe",u a hard time hehe,neutral
all my worms either escaped or died  bums!,all my worms either escaped or died  bums!,neutral
 ya mine too but for very different reason,ya mine too but for very different reason,neutral
http://twitpic.com/4wua7 - I can`t wait to see them!,I can`t wait to see them!,positive
" she can rock a guy`s world at night, then make him pancakes the next morning!","she can rock a guy`s world at night, then make him pancakes the next morning!",positive
I love my memories. It`s almost like re-reading my favourite book all over again,love,positive
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day","Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",positive
"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",just realised it was on the lowest setting,neutral
 Hee. I love them all.,love,positive
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom","I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative
 Morning there.,Morning there.,neutral
is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,neutral
At work  oh no it`s the first day of monthly visitor ahhhhhh,At work  oh no it`s the first day of monthly visitor ahhhhhh,neutral
 Same here. But I am just going to browse SA until I get bored.,Same here. But I am just going to browse SA until I get bored.,neutral
Studying like crazy in hopes of acing all of my exams!!!!!,acing,positive
so happy its friday...not so happy about this rain,happy,positive
_sydney is he on twitter?  I know  he is into photography. Runs also popular photography blog too.,o popular,positive
 My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...,screwed to hell by viruses.,negative
lif`s unfair....luk wat it did to ma frend...i m so hating it,i m so hating it,negative
computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.,computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.,neutral
i hate songs and surveys  they always seem to make me cry.,i hate songs and surveys  they always seem to make me cry.,negative
Morning all! Something for the weekend and leftover dominos. Noiiiiice,Noiiiiice,positive
 Scary!,Scary!,negative
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,He lost his passport bt,negative
 okay...just eat cookies && not share with me lol,okay...just eat cookies && not share with me lol,neutral
"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.",thanks for the food Jean,positive
" Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride","Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",positive
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,Sometimes knowledge is not a good thing.,negative
 Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,great job with a great character,positive
" it really made my night. infact, it made my weekend! well done.",well done.,positive
Eating an apple... for once in my life!!! Thought you would like to know,Eating an apple... for once in my life!!! Thought you would like to know,neutral
 just checked my account I also paid twice,just checked my account I also paid twice,neutral
 awww i`m sorry  what kind of fish did you have?,awww i`m sorry  what kind of fish did you have?,negative
I have a sore tummy,I have a sore tummy,negative
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,Tired an,negative
 who cares its hockey,who cares its hockey,negative
() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,My chick wont shut up,negative
I Luv Da movie Say Anything...  ? http://blip.fm/~5yroy,I Luv Da movie Sa,positive
Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,neutral
 haha wats this about?,haha wats this about?,neutral
 Oh come on!!! You get next week off and I get next week full of exams!,Oh come on!!! You get next week off and I get next week full of exams!,neutral
went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,sucks.,negative
Thinks twitter doesn`t like me,doesn`t like me,negative
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",wonderful...,positive
oh men!!!!!!......I really can`t see my face........c`mon guys!!!,oh men!!!!!!......I really can`t see my face........c`mon guys!!!,neutral
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,I love you Thomas.,positive
Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,neutral
wow we r watching the outsiders  smelly english.,smelly,negative
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,so sad,negative
I haven`t seen Muffin in two whole days!,haven`t seen,negative
 she had another song out recently but it didn`t get that much play,she had another song out recently but it didn`t get that much play,neutral
 perez....... The YouTube video isn`t working,perez....... The YouTube video isn`t working,neutral
no food in the cupboards... sent mum to Tesco,no food in the cupboards... sent mum to Tesco,neutral
 i wanna play  golf,i wanna play  golf,neutral
" So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",damned,negative
Theres a fricken prisnor trans outside r hotel!  3/10 so far,Theres a fricken prisnor trans outside r hotel!  3/10 so far,neutral
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,I must say that I find it very much agreeable,positive
 You must like my song.,like,positive
I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,neutral
Eating a dillybar from DQ! Yuuum,Yuuum,positive
Re-pinging _B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,neutral
 LoL....heeeyyy love! Not much working   and you,LoL....heeeyyy love! Not much working   and you,neutral
New picture  bored.,New picture  bored.,negative
 check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,Hilarious,neutral
 awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,awwww,positive
_marie hey girl i`m sorry about your loss. best wishes,_marie hey girl i`m sorry about your loss. best wishes,neutral
 Good luck 2 u and the babies,Good luck 2 u and the babies,positive
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),neutral
"I cant sleep, but im too sore to move",sore,negative
" Alright, I`m coming  get another spoon ;)","Alright, I`m coming  get another spoon ;)",neutral
 ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.,e she will not last long,negative
 Nice musli bars!,Nice,positive
i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,s so weird being under drugs i dont like it ..,negative
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream","Sadly, it was just a dream",negative
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,I hate the long drive there...,negative
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",Don`t make shows like this,negative
" pfft, cydia apps ftw, code on the phone, make, reload springboard","pfft, cydia apps ftw, code on the phone, make, reload springboard",neutral
is MySpace mobile free? or do u have 2 have credit... cause they are liers,cause they are liers,negative
" Other than that, you are totally bereft of faults in every way",faults,negative
cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,not one decent place,negative
The beer buzz is almost gone.. The world has become complicated again,The beer buzz is almost gone.. The world has become complicated again,negative
_Gates am also gutted...the end is nigh  x,the end is nigh,negative
 http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.,you sure love that sushi.,positive
" Hello!! sounds very good, you can count on me, I follow you!!!","sounds very good,",positive
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn`t a hospital,is amazing-j,positive
mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,o stupid,negative
 She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween,At least ONE of you could be happy with a glass of wine,positive
Moving today!!  I`m so excited!,I`m so excited!,positive
"epic writing fail, ew. going to try and sleep","fail,",negative
 I was wondering....   Have a GREAT weekend!,a GREA,positive
what a bad day 1 of my close relative has died so i wont be going to florida,bad,negative
I hate being yelled and sworn at,hate,negative
Prom`s over. At denny`s now  with katie and kelly<3,Prom`s over. At denny`s now  with katie and kelly<3,neutral
" ohh, ouch",ouch,negative
5 and a half more hours of work  I wish I had something to do..,I wish I had something to do..,negative
Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,depressing!,negative
My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67hac,My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67ha,neutral
My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4,die.,negative
" We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!","We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",neutral
 can we please?,can we please?,positive
? <---- I`m going to post this EVERYWHERE now.,? <---- I`m going to post this EVERYWHERE now.,neutral
"Well,  I discovered I can`t swim.  I`m out.  Sorry",.  Sorr,negative
" i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?",I really really love you mitchel! You`re AWESOME,positive
 yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,neutral
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",lost his job,negative
six more finals to go,six more finals to go,neutral
 nah im pooped from moving 2day im just laying down relaxing  lol,nah im pooped from moving 2day im just laying down relaxing  lol,neutral
" Well, I`ll have lemon and ranch for you. Not for me, though.","Well, I`ll have lemon and ranch for you. Not for me, though.",neutral
 phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .,phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .,neutral
 lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,neutral
_Rosie  it was my name until yesterday,_Rosie  it was my name until yesterday,neutral
 Soooooo true. I don`t dare ask for something like that!,Soooooo true. I don`t dare ask for something like that!,neutral
 useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,useless,negative
 ahhh yay! I`m getting into it. Knockin` a lot out.,ahhh yay!,positive
" Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.",Just bad day.,negative
" if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?",o LOVE,positive
" nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show","Hope the book is going well. Cheers for adding me,",positive
" if there is a tesco nearby, then go there","if there is a tesco nearby, then go there",neutral
" he so is! <3 hence, my new forum signature!",he so is! <3,positive
